id,message,created_time,updated_time,Total_comments,Total_reactions,Total_like,Total_love,Total_haha,Total_wow,Total_sad,Total_angry,Total_likes
100,Only 7 days until the Expresso Churn Prediction Challenge closes! Get those submissions in! Are you on the leaderboard yet? 👀 Make a submission👉https://bit.ly/3mLs8ZW,11/22/2021 16:00,11/22/2021 16:00,0,5,4,1,0,0,0,0,4
101,Why do Turtles never forget? Because they have #TurtleRecall! 😁🌊 We have smoothly sailed in with this awesome challenge! Enrol now and get ready to churn up some amazing solutions! A big shoutout goes to #DeepMind and Local Ocean Conservation  for their contribution to making this fantastic challenge possible!  Make an impact👉https://bit.ly/3qR4PQg,11/19/2021 14:01,11/19/2021 14:01,0,2,0,2,0,0,0,0,0
102,"And as always, Thursday brings you another awesome technical tutorial on how to improve the performance of your machine learning model! ✨🤩 Learn more👉https://bit.ly/3ns0aSE",11/18/2021 16:55,11/18/2021 16:55,0,2,2,0,0,0,0,0,2
103,Indaba X Cameroon 2021 is here! 😁🚀 2 Challenges. 1 Day. Get ready! 🤩 The #Hack will be followed by amazing talks and tutorials to take you to the next level of your next data journey✨🌍  More details👉https://bit.ly/3Ctjh3h,11/18/2021 10:37,11/18/2021 10:37,0,3,3,0,0,0,0,0,3
104,,11/17/2021 17:14,11/17/2021 17:14,0,2,1,1,0,0,0,0,1
106,Episode 3 of the Data Science Webinar Series rolls in tomorrow and we hope that you are ready for a super awesome discussion on how to build your project portfolio with us! 😁🔥 RSVP👉https://bit.ly/DSevent_rsvp3,11/17/2021 16:00,11/17/2021 18:09,1,9,8,1,0,0,0,0,8
107,We have another artifi-shell intelligence challenge for you! 😉 Can you guess which field of AI we will be targeting over the next few months? Let us know in the comments! 😁🌊,11/17/2021 9:00,11/17/2021 9:00,0,3,2,0,0,1,0,0,2
108,Has anyone ever told you that you have potential? Are you applying for a job but don't know how to showcase that potential? Well then these tips are for you! 🤩 Read more👉https://bit.ly/3ox3ATI,11/16/2021 16:02,11/16/2021 17:33,1,4,3,1,0,0,0,0,3
109,CaCTüS Internship is open for applications! 😁🚀The Max Planck Institutes for Biological Cybernetics and Intelligent Systems offer up to 10 students paid three-months internships during the summer of 2022. 🌞 Apply now👉https://bit.ly/3oQ16Qz,11/16/2021 9:31,11/16/2021 9:32,1,4,4,0,0,0,0,0,4
110,"Zindi has new job listings, and they are junior friendly 🤩 We can help you find your first job. Explore your opportunities now. #Learn #Grow #Build Apply now👉https://zindi.africa/jobs",11/15/2021 17:16,11/15/2021 18:47,2,10,8,2,0,0,0,0,8
111,"Start your week off the right way by enrolling in a Zindi competition! 🤩🚀 The Task Mate KSL Classification Challenge forms part of our impact series, helping classify Kenyan Sign Language dialects and reduce the bias in sign language datasets. 🌍❤ #Keeplearning #KeepWinning #BuildingAITogether Make an impact👉https://bit.ly/3DjYPTs",11/15/2021 12:16,11/15/2021 12:16,0,5,5,0,0,0,0,0,5
112,"Are you a student or a professional interested in the future of emerging technologies? 🚀 Do you want to use knowledge from your background to solve real-world problems? 🌍 And best of all, become a leader to those who want to dive into the field of AI and create impact in your community? 🤩 Join the #Zindiverse and take advantage of the opportunity to network in the AI and data science field, explore leadership opportunities, and create real impact as a #ZindiAmbassador in your country. 😎 Apply now to join our team of 50+ Ambassadors across Africa! #KeepLearning #KeepWinning #buildingaitogether Apply now👉https://bit.ly/3kxBx5o",11/12/2021 13:24,11/13/2021 19:36,2,12,8,4,0,0,0,0,8
113,IndabaX South Africa kicks off tomorrow with the Cardiac Arrhythmias Prediction Challenge! 🦾🚀Help LifeQ Inc improve the accuracy of detecting heart conditions during a sleep session!  Enrol now👉https://bit.ly/3H4Zsma,11/11/2021 20:00,11/12/2021 12:54,1,5,4,1,0,0,0,0,4
114,"Our very own, Paul Kennedy, now Chief of Staff of Zindi, shares his experience, insight and wisdom as our previous Community Manager 🤩🚀 #KeepLearning #KeepWinning #BuildingAITogether Read more👉https://bit.ly/3F718tK",11/11/2021 11:29,11/11/2021 11:54,1,10,10,0,0,0,0,0,10
115,"Our amazing CEO, Celina Lee sits down with Marc Bromhall to discuss all things Zindi, her roots and inspirations! 🤩 #KeepLearning #KeepWinning #BuildingAITogether Check it out👉https://bit.ly/3qwMZBM",11/10/2021 11:05,11/10/2021 11:05,0,11,10,1,0,0,0,0,10
116,"If you are looking for a job, this post is for you! 😁🤩 Zindi has some cool new job listings! Head over to the Zindiverse and apply today. 🚀",11/9/2021 9:00,11/9/2021 9:39,1,6,5,1,0,0,0,0,5
117,"Can’t wait for NVIDIA  #GTC21! Check out ‘Bridging the Last-Mile Gap with AI Education’ with Zindi CEO and Co-Founder, Celina Lee! 🤩 And don't forget to to tune in for what Jensen Huang's keynote will reveal! 😁🚀 Register free👉https://nvda.ws/2YNw2r8",11/8/2021 16:00,11/8/2021 16:00,0,5,5,0,0,0,0,0,5
118,"Its the first Firday of November, and you know what that means. We've got a brand new #ZindiWeekendz challenge for you, launching on our YouTube channel at 12 GMT! Tune in to make an impact this weekend https://youtu.be/JLIQhdZCn3k 🤝🌍 #SDG10 #BuildingAITogether #zindihack",11/5/2021 8:16,11/5/2021 8:16,0,4,4,0,0,0,0,0,4
119,"What power does the data science/tech community have in your career as a Data Scientist?  Zindi in partnership with Moringa School invites you for yet another event this 4th of November at 5 PM EAT.  Join us to learn more on how you can plug into the community, network, get opportunities and skill up from our panelists of Community Coordinators across Africa.  Don't miss out. RSVP to attend here https://bit.ly/3wc3HYc  #datascience #community #tech",11/4/2021 11:20,11/4/2021 11:20,0,5,5,0,0,0,0,0,5
120,Save the date! 🌊💙😁,11/2/2021 8:46,11/2/2021 8:46,0,0,0,0,0,0,0,0,0
121,How are you doing in the Blood Spectroscopy Classification Challenge? 👀 Are you on the leaderboard yet? Start your week off right with Zindi and make a submission today! 😁 Make a submission👉https://bit.ly/3jiMxml,11/1/2021 8:51,11/1/2021 8:51,0,3,2,1,0,0,0,0,2
122,Google Colab and VS Code are the most popular editor tools used by many python developers and researchers to develop different tech solutions or systems. An here is a tutorial on how to use them 😁🚀 Keep learning👉https://bit.ly/3vOdeV7,10/28/2021 10:02,10/28/2021 10:02,0,4,4,0,0,0,0,0,4
123,And Zindi has the talent. 🚀😎 #KeepLearning #KeepWinning #BuildingAITogether,10/27/2021 16:00,10/27/2021 16:00,0,6,4,2,0,0,0,0,4
124,"For the first time since the creation of the Ocean Hackathon® in 2015, an African city is on the world map of the 15 cities competing simultaneously to solve challenges faced by the oceans, using data. 💙  Due to human impact and the rise in climate change, coral reefs are in a dire situation. Reef Support, together with Ocean Innovation Africa and OceanHub Africa aims to aid this situation and bring relief to an already hurt ecosystem!   Be apart of this initiative and use machine learning to identify the type of coral in an image and whether it is healthy or not. 🌊🌍 Enrol now and make an impact👉https://bit.ly/2ZopBey",10/27/2021 9:38,10/27/2021 9:38,0,9,8,1,0,0,0,0,8
125,"Are you a young African entrepreneur trying to grow and scale-up your business, or you have an enterprise that brings income to you and your friends? Apply for the Anzisha Prize for Young African Entrepreneurs award 2022. 😁🚀 Apply now👉https://bit.ly/3bdn8WY",10/26/2021 15:00,10/26/2021 15:00,0,2,2,0,0,0,0,0,2
126,"What you see here is an Atlantic Ocean climate simulation. Scientists are working to improve models like these through the use of AI, with the priority being on predicting the future of the earth. 🌍🚀 Read more👉https://bit.ly/3vLaAiN",10/26/2021 13:21,10/26/2021 13:21,0,3,2,1,0,0,0,0,2
127,"We’re heading to #GTC21 - join us there! You’ll learn new skills, discover best practices, & connect with a vibrant global #developer community. Register now👉 https://nvda.ws/3G0SEWr",10/25/2021 13:44,10/25/2021 13:44,0,0,0,0,0,0,0,0,0
128,"“It’s great to be able to support people doing such excellent work with the help of the Emerging Chapters program,” said Celina Lee, Zindi’s co-founder and CEO.  At Zindi, we are super thrilled to be in support of the NVIDIA Emerging Chapters program that enables local communities in emerging areas to build and scale their AI, data science and graphics projects! 😁🚀 Read more👉https://bit.ly/3GkkMUf",10/25/2021 13:40,10/28/2021 21:12,1,22,21,1,0,0,0,0,21
129,"MIT RAISE just announced Day of AI at their mass STEM week! 😁 The Day of AI, 13 May 2022, is all about encouraging students from all backgrounds to “see yourself in STEM.” Do you see yourself in STEM?  Read more👉https://bit.ly/3jn2ic0",10/22/2021 16:00,10/22/2021 16:00,0,5,5,0,0,0,0,0,5
130,Have you heard of Ai-Da? Well she is an artist robot who just got detained in Egypt. And you will be so surprised why! 👀 Read more👉https://bit.ly/2Zmkgo9,10/22/2021 9:24,10/22/2021 9:24,0,2,2,0,0,0,0,0,2
132,Are you looking for some simple tips on how to go from good to great in Python? The this article is for you! 😊🚀 Read more👉https://bit.ly/3m1rtT9,10/21/2021 16:00,10/21/2021 16:00,0,4,4,0,0,0,0,0,4
133,"Do you remember the AI4D iCompass Social Media Sentiment Analysis for Tunisian Arabizi Challenge? ✨Well an amazing Zindian, Abid Ali Awan, uses this challenge to deliver a comprehensive tutorial on training BERT Text Classifier on TPU. 🚀😎 Learn more👉https://bit.ly/2XuM0WN",10/21/2021 9:00,10/21/2021 9:00,0,3,3,0,0,0,0,0,3
134,Take advantage of every opportunity! #KeepLearning #KeepWinning #BuildingAITogether 🤩🚀,10/20/2021 16:00,10/20/2021 21:16,1,4,4,0,0,0,0,0,4
135,The Blood Spectroscopy Classification Challenge is live! Help scientists from bloods.ai to make progress towards non-invasive blood analyses. 🤩🚀 Enrol now👉https://bit.ly/3jiMxml,10/20/2021 9:00,10/20/2021 9:00,0,4,4,0,0,0,0,0,4
136,"Have you had a look at our #jobs board lately 👀 We can help you find your first job, or your next job. Come on over and explore your opportunities. 🤩 Check it out👉https://zindi.africa/jobs",10/19/2021 15:50,10/19/2021 15:50,0,1,1,0,0,0,0,0,1
137,"We all know how the term ""Artificial Intelligence"" has evolved to mean something different from what we've seen in the movies, but have you heard of computational intelligence? Check out this article and let us know what you think 🤩 Read more👉https://bit.ly/3DTfMnF",10/19/2021 11:53,10/19/2021 11:53,0,3,3,0,0,0,0,0,3
138,Join us at NVIDIA #GTC21 and discover how developers in emerging markets are using cutting-edge #AI skills to transform industries and drive meaningful change. 🤩🔥 Register free👉https://nvda.ws/3G0SEWr,10/18/2021 12:42,10/18/2021 12:42,0,1,1,0,0,0,0,0,1
139,"(hip hip array!) Its Saturday! Head on over to Zindi and start your data science journey! 🤩 We have a wide range for knowledge challenges on our platform that are perfect for beginners 😁 Remember, every expert was once a beginner! #KeepLearning #KeepWinning 🔥 Start your journey👉https://zindi.africa/competitions",10/16/2021 9:00,10/16/2021 9:00,0,0,0,0,0,0,0,0,0
140,"Happy Friday! 😁😎 before this weekend begins, lets take a look at the life lessons that machine learning can teach us ❤✨ What has machine learning taught you? Read more👉https://bit.ly/3veERGK",10/15/2021 9:00,10/15/2021 9:00,0,13,13,0,0,0,0,0,13
141,"Earlier this year, we brought you the 14 lesser known features of Scikit Learn Library! Now we give you the top 5! 😁 The weekend hasn't started yet, but today is the perfect day to kick it off with some learning.#KeepLearning #KeepWinning 🔥🚀 Learn more👉https://bit.ly/3vbB6BM",10/14/2021 16:00,10/14/2021 16:00,0,3,2,1,0,0,0,0,2
142,"Every second, the sun radiates more energy than we can use in a million years thanks to a process called thermonuclear fusion. 🔥 What if we could recreate the same process? What if we could build an artificial star to fuel our earth? 🌍 China is attempting to answer these questions through an invention called EAST (Experimental Advanced Superconducting Tokamak). It’s an artificial star that burns at temperatures 8 times hotter than our sun — and what you see here is how the Tokamak devices work. 👀🚀 Read more👉https://bit.ly/3iWmC3K",10/14/2021 10:32,10/14/2021 10:32,0,4,4,0,0,0,0,0,4
143,"The Mozilla Luganda Automatic Speech Recognition Challenge is live! 😎 Use the Common Voice dataset to build a machine learning ASR model to accurately recognize words spoken in Luganda. 🚀 Stand a chance to win a voucher for the Building Transformer-based natural language processing application instructor-led workshop, taking place November 8, 9am CET 🥳✨ Enrol now👉https://bit.ly/3BBHNPS",10/13/2021 16:00,10/13/2021 16:00,0,4,3,1,0,0,0,0,3
144,Shoutout to all our Zindians who did the most in 2021! 🔥 #Keeplearning #KeepWinning #BuildingAITogether,10/13/2021 9:00,10/13/2021 9:00,0,8,7,1,0,0,0,0,7
145,How are you doing in the Expresso Churn prediction Challenge? are you on the leaderboard yet? You've got 2 months to go to contribute and make an impact! 🔥🤩 Make a submission👉https://bit.ly/3mLs8ZW,10/12/2021 9:00,10/12/2021 9:00,0,2,2,0,0,0,0,0,2
146,"The next installment of the NVIDIA Emerging Chapters Education Series is coming up! Have you registered yet? Tune in for an 'Introduction to Building Conversational AI Applications' , this Thursday, 14 Oct, 10:00 AM PDT 😁🤩 Register now👉https://bit.ly/3xFTlim",10/11/2021 16:37,10/11/2021 16:37,0,3,3,0,0,0,0,0,3
147,"Looking for something new and insightful to read? Have you heard of ""A Thousand Brains: A New Theory of Intelligence""? 👀 Author, neuroscientist, and computer engineer, Jeff Hawkins unveils a theory of intelligence that will revolutionize our understanding of the brain and the future of AI 🚀🧠 Read more👉https://bit.ly/3lshvdl",10/11/2021 12:35,10/11/2021 12:35,0,2,2,0,0,0,0,0,2
148,"Big things are happening in the world of #agtech! Demetria recently launched an AI-based AgTech to boost the growth of higher value coffee, which is sure to transform the entire industry! 🔥👀 Read more👉https://prn.to/3FuG5Cg",10/10/2021 10:00,10/10/2021 10:00,0,2,1,1,0,0,0,0,1
149,Only 1 month to go before the Makerere Passion Fruit Disease Detection Challenge closes! Have you made a submission yet? Are you on the leaderboard? 👀 Make a submission👉https://bit.ly/3AHREUk,10/9/2021 9:00,10/9/2021 9:00,0,2,2,0,0,0,0,0,2
150,Moringa School in partnership with Zindi invites you to join us for a Data Science webinar series on “How to make a career switch & break into Data science” on Thursday 14th October from 5 pm EAT. 🔥🚀  Tune in as an expert selection of panelists share tips & practical guidelines on how to make a career switch to Data Science. Save the date! 😁 RSVP to attend here👉https://bit.ly/DSevent_rsvp,10/8/2021 16:00,10/8/2021 16:21,1,10,10,0,0,0,0,0,10
